00080060,Modality,CS,1,Modality
00080061,ModalitiesInStudy,CS,1-n,Modalities in Study
00080062,SOPClassesInStudy,UI,1-n,SOP Classes in Study
00080064,ConversionType,CS,1,Conversion Type
00080068,PresentationIntentType,CS,1,Presentation Intent Type
00080070,Manufacturer,LO,1,Manufacturer
00080080,InstitutionName,LO,1,Institution Name
00080081,InstitutionAddress,ST,1,Institution Address
00080082,InstitutionCodeSequence,SQ,1,Institution Code Sequence
00080090,ReferringPhysicianName,PN,1,Referring Physician's Name
00080092,ReferringPhysicianAddress,ST,1,Referring Physician's Address
00080094,ReferringPhysicianTelephoneNumbers,SH,1-n,Referring Physician's Telephone Numbers
00080096,ReferringPhysicianIdentificationSequence,SQ,1,Referring Physician Identification Sequence
00080100,CodeValue,SH,1,Code Value
00080101,ExtendedCodeValue,LO,1,Extended Code Value
00080102,CodingSchemeDesignator,SH,1,Coding Scheme Designator
00080103,CodingSchemeVersion,SH,1,Coding Scheme Version
00080104,CodeMeaning,LO,1,Code Meaning
00080105,MappingResource,CS,1,Mapping Resource
00080106,ContextGroupVersion,DT,1,Context Group Version
00080107,ContextGroupLocalVersion,DT,1,Context Group Local Version
00080108,ExtendedCodeMeaning,LT,1,Extended Code Meaning
0008010B,ContextGroupExtensionFlag,CS,1,Context Group Extension Flag
0008010C,CodingSchemeUID,UI,1,Coding Scheme UID
0008010D,ContextGroupExtensionCreatorUID,UI,1,Context Group Extension Creator UID
0008010F,ContextIdentifier,CS,1,Context Identifier
00080110,CodingSchemeIdentificationSequence,SQ,1,Coding Scheme Identification Sequence
00080112,CodingSchemeRegistry,LO,1,Coding Scheme Registry
00080114,CodingSchemeExternalID,ST,1,Coding Scheme External ID
00080115,CodingSchemeName,ST,1,Coding Scheme Name
00080116,CodingSchemeResponsibleOrganization,ST,1,Coding Scheme Responsible Organization
00080117,ContextUID,UI,1,Context UID
00080201,TimezoneOffsetFromUTC,SH,1,Timezone Offset From UTC
00081000,NetworkID,AE,1,Network ID
00081010,StationName,SH,1,Station Name
00081030,StudyDescription,LO,1,Study Description
00081032,ProcedureCodeSequence,SQ,1,Procedure Code Sequence
0008103E,SeriesDescription,LO,1,Series Description
0008103F,SeriesDescriptionCodeSequence,SQ,1,Series Description Code Sequence
00081040,InstitutionalDepartmentName,LO,1,Institutional Department Name
00081048,PhysiciansOfRecord,PN,1-n,Physician(s) of Record
00081049,PhysiciansOfRecordIdentificationSequence,SQ,1,Physician(s) of Record Identification Sequence
00081050,PerformingPhysicianName,PN,1-n,Performing Physician's Name
00081052,PerformingPhysicianIdentificationSequence,SQ,1,Performing Physician Identification Sequence
00081060,NameOfPhysiciansReadingStudy,PN,1-n,Name of Physician(s) Reading Study
00081062,PhysiciansReadingStudyIdentificationSequence,SQ,1,Physician(s) Reading Study Identification Sequence
00081070,OperatorsName,PN,1-n,Operators' Name
00081072,OperatorIdentificationSequence,SQ,1,Operator Identification Sequence
00081080,AdmittingDiagnosesDescription,LO,1-n,Admitting Diagnoses Description
00081084,AdmittingDiagnosesCodeSequence,SQ,1,Admitting Diagnoses Code Sequence
00081090,ManufacturerModelName,LO,1,Manufacturer's Model Name
00081100,ReferencedResultsSequence,SQ,1,Referenced Results Sequence
00081110,ReferencedStudySequence,SQ,1,Referenced Study Sequence
00081111,ReferencedPerformedProcedureStepSequence,SQ,1,Referenced Performed Procedure Step Sequence
00081115,ReferencedSeriesSequence,SQ,1,Referenced Series Sequence
00081120,ReferencedPatientSequence,SQ,1,Referenced Patient Sequence
00081125,ReferencedVisitSequence,SQ,1,Referenced Visit Sequence
00081130,ReferencedOverlaySequence,SQ,1,Referenced Overlay Sequence
00081134,ReferencedStereometricInstanceSequence,SQ,1,Referenced Stereometric Instance Sequence
0008113A,ReferencedWaveformSequence,SQ,1,Referenced Waveform Sequence
00081140,ReferencedImageSequence,SQ,1,Referenced Image Sequence
00081145,ReferencedCurveSequence,SQ,1,Referenced Curve Sequence
0008114A,ReferencedInstanceSequence,SQ,1,Referenced Instance Sequence
0008114B,ReferencedRealWorldValueMappingInstanceSequence,SQ,1,Referenced Real World Value Mapping Instance Sequence
00081150,ReferencedSOPClassUID,UI,1,Referenced SOP Class UID
00081155,ReferencedSOPInstanceUID,UI,1,Referenced SOP Instance UID
0008115A,SOPClassesSupported,UI,1-n,SOP Classes Supported
00081160,ReferencedFrameNumber,IS,1-n,Referenced Frame Number
00081161,SimpleFrameList,UL,1-n,Simple Frame List
00081162,CalculatedFrameList,UL,3-3n,Calculated Frame List
00081163,TimeRange,FD,2,Time Range
00081164,FrameExtractionSequence,SQ,1,Frame Extraction Sequence
00081167,MultiFrameSourceSOPInstanceUID,UI,1,Multi-frame Source SOP Instance UID
00081190,RetrieveURL,UT,1,Retrieve URL
00081195,TransactionUID,UI,1,Transaction UID
00081196,WarningReason,US,1,Warning Reason
00081197,FailureReason,US,1,Failure Reason
00081198,FailedSOPSequence,SQ,1,Failed SOP Sequence
00081199,ReferencedSOPSequence,SQ,1,Referenced SOP Sequence
00081200,StudiesContainingOtherReferencedInstancesSequence,SQ,1,Studies Containing Other Referenced Instances Sequence
00081250,RelatedSeriesSequence,SQ,1,Related Series Sequence
00082110,LossyImageCompressionRetired,CS,1,Lossy Image Compression (Retired)
00082111,DerivationDescription,ST,1,Derivation Description
00082112,SourceImageSequence,SQ,1,Source Image Sequence
00082120,StageName,SH,1,Stage Name
00082122,StageNumber,IS,1,Stage Number
00082124,NumberOfStages,IS,1,Number of Stages
00082127,ViewName,SH,1,View Name
00082128,ViewNumber,IS,1,View Number
00082129,NumberOfEventTimers,IS,1,Number of Event Timers
0008212A,NumberOfViewsInStage,IS,1,Number of Views in Stage
00082130,EventElapsedTimes,DS,1-n,Event Elapsed Time(s)
00082132,EventTimerNames,LO,1-n,Event Timer Name(s)
00082133,EventTimerSequence,SQ,1,Event Timer Sequence
00082134,EventTimeOffset,FD,1,Event Time Offset
00082135,EventCodeSequence,SQ,1,Event Code Sequence
00082142,StartTrim,IS,1,Start Trim
00082143,StopTrim,IS,1,Stop Trim
00082144,RecommendedDisplayFrameRate,IS,1,Recommended Display Frame Rate
00082200,TransducerPosition,CS,1,Transducer Position
00082204,TransducerOrientation,CS,1,Transducer Orientation
00082208,AnatomicStructure,CS,1,Anatomic Structure
00082218,AnatomicRegionSequence,SQ,1,Anatomic Region Sequence
00082220,AnatomicRegionModifierSequence,SQ,1,Anatomic Region Modifier Sequence
00082228,PrimaryAnatomicStructureSequence,SQ,1,Primary Anatomic Structure Sequence
00082229,AnatomicStructureSpaceOrRegionSequence,SQ,1,Anatomic Structure, Space or Region Sequence
00082230,PrimaryAnatomicStructureModifierSequence,SQ,1,Primary Anatomic Structure Modifier Sequence
00082240,TransducerPositionSequence,SQ,1,Transducer Position Sequence
00082242,TransducerPositionModifierSequence,SQ,1,Transducer Position Modifier Sequence
00082244,TransducerOrientationSequence,SQ,1,Transducer Orientation Sequence
00082246,TransducerOrientationModifierSequence,SQ,1,Transducer Orientation Modifier Sequence
00082251,AnatomicStructureSpaceOrRegionCodeSequenceTrial,SQ,1,Anatomic Structure Space Or Region Code Sequence (Trial)
00082253,AnatomicPortalOfEntranceCodeSequenceTrial,SQ,1,Anatomic Portal Of Entrance Code Sequence (Trial)
00082255,AnatomicApproachDirectionCodeSequenceTrial,SQ,1,Anatomic Approach Direction Code Sequence (Trial)
00082256,AnatomicPerspectiveDescriptionTrial,ST,1,Anatomic Perspective Description (Trial)
00082257,AnatomicPerspectiveCodeSequenceTrial,SQ,1,Anatomic Perspective Code Sequence (Trial)
00082258,AnatomicLocationOfExaminingInstrumentDescriptionTrial,ST,1,Anatomic Location Of Examining Instrument Description (Trial)
00082259,AnatomicLocationOfExaminingInstrumentCodeSequenceTrial,SQ,1,Anatomic Location Of Examining Instrument Code Sequence (Trial)
0008225A,AnatomicStructureSpaceOrRegionModifierCodeSequenceTrial,SQ,1,Anatomic Structure Space Or Region Modifier Code Sequence (Trial)
0008225C,OnAxisBackgroundAnatomicStructureCodeSequenceTrial,SQ,1,OnAxis Background Anatomic Structure Code Sequence (Trial)
00083001,AlternateRepresentationSequence,SQ,1,Alternate Representation Sequence
00083010,IrradiationEventUID,UI,1-n,Irradiation Event UID
00083011,SourceIrradiationEventSequence,SQ,1,Source Irradiation Event Sequence
00083012,RadiopharmaceuticalAdministrationEventUID,UI,1,Radiopharmaceutical Administration Event UID
00084000,IdentifyingComments,LT,1,Identifying Comments
00089007,FrameType,CS,4,Frame Type
00089092,ReferencedImageEvidenceSequence,SQ,1,Referenced Image Evidence Sequence
00089121,ReferencedRawDataSequence,SQ,1,Referenced Raw Data Sequence
00089123,CreatorVersionUID,UI,1,Creator-Version UID
00089124,DerivationImageSequence,SQ,1,Derivation Image Sequence
00089154,SourceImageEvidenceSequence,SQ,1,Source Image Evidence Sequence
00089205,PixelPresentation,CS,1,Pixel Presentation
00089206,VolumetricProperties,CS,1,Volumetric Properties
00089207,VolumeBasedCalculationTechnique,CS,1,Volume Based Calculation Technique
00089208,ComplexImageComponent,CS,1,Complex Image Component
00089209,AcquisitionContrast,CS,1,Acquisition Contrast
00089215,DerivationCodeSequence,SQ,1,Derivation Code Sequence
00089237,ReferencedPresentationStateSequence,SQ,1,Referenced Presentation State Sequence
00089410,ReferencedOtherPlaneSequence,SQ,1,Referenced Other Plane Sequence
00089458,FrameDisplaySequence,SQ,1,Frame Display Sequence
00089459,RecommendedDisplayFrameRateInFloat,FL,1,Recommended Display Frame Rate in Float
00089460,SkipFrameRangeFlag,CS,1,Skip Frame Range Flag
00100010,PatientName,PN,1,Patient's Name
00100020,PatientID,LO,1,Patient ID
00100021,IssuerOfPatientID,LO,1,Issuer of Patient ID
00100022,TypeOfPatientID,CS,1,Type of Patient ID
00100024,IssuerOfPatientIDQualifiersSequence,SQ,1,Issuer of Patient ID Qualifiers Sequence
00100030,PatientBirthDate,DA,1,Patient's Birth Date
00100032,PatientBirthTime,TM,1,Patient's Birth Time
00100040,PatientSex,CS,1,Patient's Sex
00100050,PatientInsurancePlanCodeSequence,SQ,1,Patient's Insurance Plan Code Sequence
00100101,PatientPrimaryLanguageCodeSequence,SQ,1,Patient's Primary Language Code Sequence
00100102,PatientPrimaryLanguageModifierCodeSequence,SQ,1,Patient's Primary Language Modifier Code Sequence
00100200,QualityControlSubject,CS,1,Quality Control Subject
00100201,QualityControlSubjectTypeCodeSequence,SQ,1,Quality Control Subject Type Code Sequence
00101000,OtherPatientIDs,LO,1-n,Other Patient IDs
00101001,OtherPatientNames,PN,1-n,Other Patient Names
00101002,OtherPatientIDsSequence,SQ,1,Other Patient IDs Sequence
00101005,PatientBirthName,PN,1,Patient's Birth Name
00101010,PatientAge,AS,1,Patient's Age
00101020,PatientSize,DS,1,Patient's Size
00101021,PatientSizeCodeSequence,SQ,1,Patient's Size Code Sequence
00101030,PatientWeight,DS,1,Patient's Weight
00101040,PatientAddress,LO,1,Patient's Address
00101050,InsurancePlanIdentification,LO,1-n,Insurance Plan Identification
00101060,PatientMotherBirthName,PN,1,Patient's Mother's Birth Name
00101080,MilitaryRank,LO,1,Military Rank
00101081,BranchOfService,LO,1,Branch of Service
00101090,MedicalRecordLocator,LO,1,Medical Record Locator
00101100,ReferencedPatientPhotoSequence,SQ,1,Referenced Patient Photo Sequence
00102000,MedicalAlerts,LO,1-n,Medical Alerts
00102110,Allergies,LO,1-n,Allergies
00102150,CountryOfResidence,LO,1,Country of Residence
00102152,RegionOfResidence,LO,1,Region of Residence
00102154,PatientTelephoneNumbers,SH,1-n,Patient's Telephone Numbers
00102160,EthnicGroup,SH,1,Ethnic Group
00102180,Occupation,SH,1,Occupation
001021A0,SmokingStatus,CS,1,Smoking Status
001021B0,AdditionalPatientHistory,LT,1,Additional Patient History
001021C0,PregnancyStatus,US,1,Pregnancy Status
001021D0,LastMenstrualDate,DA,1,Last Menstrual Date
001021F0,PatientReligiousPreference,LO,1,Patient's Religious Preference
00102201,PatientSpeciesDescription,LO,1,Patient Species Description
00102202,PatientSpeciesCodeSequence,SQ,1,Patient Species Code Sequence
00102203,PatientSexNeutered,CS,1,Patient's Sex Neutered
00102210,AnatomicalOrientationType,CS,1,Anatomical Orientation Type
00102292,PatientBreedDescription,LO,1,Patient Breed Description
00102293,PatientBreedCodeSequence,SQ,1,Patient Breed Code Sequence
00102294,BreedRegistrationSequence,SQ,1,Breed Registration Sequence
00102295,BreedRegistrationNumber,LO,1,Breed Registration Number
00102296,BreedRegistryCodeSequence,SQ,1,Breed Registry Code Sequence
00102297,ResponsiblePerson,PN,1,Responsible Person
00102298,ResponsiblePersonRole,CS,1,Responsible Person Role
00102299,ResponsibleOrganization,LO,1,Responsible Organization
00104000,PatientComments,LT,1,Patient Comments
00109431,ExaminedBodyThickness,FL,1,Examined Body Thickness
00120010,ClinicalTrialSponsorName,LO,1,Clinical Trial Sponsor Name
00120020,ClinicalTrialProtocolID,LO,1,Clinical Trial Protocol ID
00120021,ClinicalTrialProtocolName,LO,1,Clinical Trial Protocol Name
00120030,ClinicalTrialSiteID,LO,1,Clinical Trial Site ID
00120031,ClinicalTrialSiteName,LO,1,Clinical Trial Site Name
00120040,ClinicalTrialSubjectID,LO,1,Clinical Trial Subject ID
00120042,ClinicalTrialSubjectReadingID,LO,1,Clinical Trial Subject Reading ID
00120050,ClinicalTrialTimePointID,LO,1,Clinical Trial Time Point ID
00120051,ClinicalTrialTimePointDescription,ST,1,Clinical Trial Time Point Description
00120060,ClinicalTrialCoordinatingCenterName,LO,1,Clinical Trial Coordinating Center Name
00120062,PatientIdentityRemoved,CS,1,Patient Identity Removed
00120063,DeidentificationMethod,LO,1-n,De-identification Method
00120064,DeidentificationMethodCodeSequence,SQ,1,De-identification Method Code Sequence
00120071,ClinicalTrialSeriesID,LO,1,Clinical Trial Series ID
00120072,ClinicalTrialSeriesDescription,LO,1,Clinical Trial Series Description
00120081,ClinicalTrialProtocolEthicsCommitteeName,LO,1,Clinical Trial Protocol Ethics Committee Name
00120082,ClinicalTrialProtocolEthicsCommitteeApprovalNumber,LO,1,Clinical Trial Protocol Ethics Committee Approval Number
00120083,ConsentForClinicalTrialUseSequence,SQ,1,Consent for Clinical Trial Use Sequence
00120084,DistributionType,CS,1,Distribution Type
00120085,ConsentForDistributionFlag,CS,1,Consent for Distribution Flag
00140023,CADFileFormat,ST,1-n,CAD File Format
00140024,ComponentReferenceSystem,ST,1-n,Component Reference System
00140025,ComponentManufacturingProcedure,ST,1-n,Component Manufacturing Procedure
00140028,ComponentManufacturer,ST,1-n,Component Manufacturer
00140030,MaterialThickness,DS,1-n,Material Thickness
00140032,MaterialPipeDiameter,DS,1-n,Material Pipe Diameter
00140034,MaterialIsolationDiameter,DS,1-n,Material Isolation Diameter
00140042,MaterialGrade,ST,1-n,Material Grade
00140044,MaterialPropertiesDescription,ST,1-n,Material Properties Description
00140045,MaterialPropertiesFileFormatRetired,ST,1-n,Material Properties File Format (Retired)
00140046,MaterialNotes,LT,1,Material Notes
00140050,ComponentShape,CS,1,Component Shape
00140052,CurvatureType,CS,1,Curvature Type
00140054,OuterDiameter,DS,1,Outer Diameter
00140056,InnerDiameter,DS,1,Inner Diameter
00141010,ActualEnvironmentalConditions,ST,1,Actual Environmental Conditions
00141020,ExpiryDate,DA,1,Expiry Date
00141040,EnvironmentalConditions,ST,1,Environmental Conditions
00142002,EvaluatorSequence,SQ,1,Evaluator Sequence
00142004,EvaluatorNumber,IS,1,Evaluator Number
00142006,EvaluatorName,PN,1,Evaluator Name
00142008,EvaluationAttempt,IS,1,Evaluation Attempt
00142012,IndicationSequence,SQ,1,Indication Sequence
00142014,IndicationNumber,IS,1,Indication Number
00142016,IndicationLabel,SH,1,Indication Label
00142018,IndicationDescription,ST,1,Indication Description
0014201A,IndicationType,CS,1-n,Indication Type
0014201C,IndicationDisposition,CS,1,Indication Disposition
0014201E,IndicationROISequence,SQ,1,Indication ROI Sequence
00142030,IndicationPhysicalPropertySequence,SQ,1,Indication Physical Property Sequence
00142032,PropertyLabel,SH,1,Property Label
00142202,CoordinateSystemNumberOfAxes,IS,1,Coordinate System Number of Axes
00142204,CoordinateSystemAxesSequence,SQ,1,Coordinate System Axes Sequence
00142206,CoordinateSystemAxisDescription,ST,1,Coordinate System Axis Description
00142208,CoordinateSystemDataSetMapping,CS,1,Coordinate System Data Set Mapping
0014220A,CoordinateSystemAxisNumber,IS,1,Coordinate System Axis Number
0014220C,CoordinateSystemAxisType,CS,1,Coordinate System Axis Type
0014220E,CoordinateSystemAxisUnits,CS,1,Coordinate System Axis Units
00142210,CoordinateSystemAxisValues,OB,1,Coordinate System Axis Values
00142220,CoordinateSystemTransformSequence,SQ,1,Coordinate System Transform Sequence
00142222,TransformDescription,ST,1,Transform Description
00142224,TransformNumberOfAxes,IS,1,Transform Number of Axes
00142226,TransformOrderOfAxes,IS,1-n,Transform Order of Axes
00142228,TransformedAxisUnits,CS,1,Transformed Axis Units
0014222A,CoordinateSystemTransformRotationAndScaleMatrix,DS,1-n,Coordinate System Transform Rotation and Scale Matrix
0014222C,CoordinateSystemTransformTranslationMatrix,DS,1-n,Coordinate System Transform Translation Matrix
00143011,InternalDetectorFrameTime,DS,1,Internal Detector Frame Time
00143012,NumberOfFramesIntegrated,DS,1,Number of Frames Integrated
00143020,DetectorTemperatureSequence,SQ,1,Detector Temperature Sequence
00143022,SensorName,ST,1,Sensor Name
00143024,HorizontalOffsetOfSensor,DS,1,Horizontal Offset of Sensor
00143026,VerticalOffsetOfSensor,DS,1,Vertical Offset of Sensor
00143028,SensorTemperature,DS,1,Sensor Temperature
00143040,DarkCurrentSequence,SQ,1,Dark Current Sequence
00143050,DarkCurrentCounts,OB or OW,1,Dark Current Counts
00143060,GainCorrectionReferenceSequence,SQ,1,Gain Correction Reference Sequence
00143070,AirCounts,OB or OW,1,Air Counts
00143071,KVUsedInGainCalibration,DS,1,KV Used in Gain Calibration
00143072,MAUsedInGainCalibration,DS,1,MA Used in Gain Calibration
00143073,NumberOfFramesUsedForIntegration,DS,1,Number of Frames Used for Integration
00143074,FilterMaterialUsedInGainCalibration,LO,1,Filter Material Used in Gain Calibration
00143075,FilterThicknessUsedInGainCalibration,DS,1,Filter Thickness Used in Gain Calibration
00143076,DateOfGainCalibration,DA,1,Date of Gain Calibration
00143077,TimeOfGainCalibration,TM,1,Time of Gain Calibration
00143080,BadPixelImage,OB,1,Bad Pixel Image
00143099,CalibrationNotes,LT,1,Calibration Notes
00144002,PulserEquipmentSequence,SQ,1,Pulser Equipment Sequence
00144004,PulserType,CS,1,Pulser Type
00144006,PulserNotes,LT,1,Pulser Notes
00144008,ReceiverEquipmentSequence,SQ,1,Receiver Equipment Sequence
0014400A,AmplifierType,CS,1,Amplifier Type
0014400C,ReceiverNotes,LT,1,Receiver Notes
0014400E,PreAmplifierEquipmentSequence,SQ,1,Pre-Amplifier Equipment Sequence
0014400F,PreAmplifierNotes,LT,1,Pre-Amplifier Notes
00144010,TransmitTransducerSequence,SQ,1,Transmit Transducer Sequence
00144011,ReceiveTransducerSequence,SQ,1,Receive Transducer Sequence
00144012,NumberOfElements,US,1,Number of Elements
00144013,ElementShape,CS,1,Element Shape
00144014,ElementDimensionA,DS,1,Element Dimension A
00144015,ElementDimensionB,DS,1,Element Dimension B
00144016,ElementPitchA,DS,1,Element Pitch A
00144017,MeasuredBeamDimensionA,DS,1,Measured Beam Dimension A
00144018,MeasuredBeamDimensionB,DS,1,Measured Beam Dimension B
00144019,LocationOfMeasuredBeamDiameter,DS,1,Location of Measured Beam Diameter
0014401A,NominalFrequency,DS,1,Nominal Frequency
0014401B,MeasuredCenterFrequency,DS,1,Measured Center Frequency
0014401C,MeasuredBandwidth,DS,1,Measured Bandwidth
0014401D,ElementPitchB,DS,1,Element Pitch B
00144020,PulserSettingsSequence,SQ,1,Pulser Settings Sequence
00144022,PulseWidth,DS,1,Pulse Width
00144024,ExcitationFrequency,DS,1,Excitation Frequency
00144026,ModulationType,CS,1,Modulation Type
00144028,Damping,DS,1,Damping
00144030,ReceiverSettingsSequence,SQ,1,Receiver Settings Sequence
00144031,AcquiredSoundpathLength,DS,1,Acquired Soundpath Length
00144032,AcquisitionCompressionType,CS,1,Acquisition Compression Type
00144033,AcquisitionSampleSize,IS,1,Acquisition Sample Size
00144034,RectifierSmoothing,DS,1,Rectifier Smoothing
00144035,DACSequence,SQ,1,DAC Sequence
00144036,DACType,CS,1,DAC Type
00144038,DACGainPoints,DS,1-n,DAC Gain Points
0014403A,DACTimePoints,DS,1-n,DAC Time Points
0014403C,DACAmplitude,DS,1-n,DAC Amplitude
00144040,PreAmplifierSettingsSequence,SQ,1,Pre-Amplifier Settings Sequence
00144050,TransmitTransducerSettingsSequence,SQ,1,Transmit Transducer Settings Sequence
00144051,ReceiveTransducerSettingsSequence,SQ,1,Receive Transducer Settings Sequence
00144052,IncidentAngle,DS,1,Incident Angle
00144054,CouplingTechnique,ST,1,Coupling Technique
00144056,CouplingMedium,ST,1,Coupling Medium
00144057,CouplingVelocity,DS,1,Coupling Velocity
00144058,ProbeCenterLocationX,DS,1,Probe Center Location X
00144059,ProbeCenterLocationZ,DS,1,Probe Center Location Z
0014405A,SoundPathLength,DS,1,Sound Path Length
0014405C,DelayLawIdentifier,ST,1,Delay Law Identifier
00144060,GateSettingsSequence,SQ,1,Gate Settings Sequence
00144062,GateThreshold,DS,1,Gate Threshold
00144064,VelocityOfSound,DS,1,Velocity of Sound
00144070,CalibrationSettingsSequence,SQ,1,Calibration Settings Sequence
00144072,CalibrationProcedure,ST,1,Calibration Procedure
00144074,ProcedureVersion,SH,1,Procedure Version
00144076,ProcedureCreationDate,DA,1,Procedure Creation Date
00144078,ProcedureExpirationDate,DA,1,Procedure Expiration Date
0014407A,ProcedureLastModifiedDate,DA,1,Procedure Last Modified Date
0014407C,CalibrationTime,TM,1-n,Calibration Time
0014407E,CalibrationDate,DA,1-n,Calibration Date
00144080,ProbeDriveEquipmentSequence,SQ,1,Probe Drive Equipment Sequence
00144081,DriveType,CS,1,Drive Type
00144082,ProbeDriveNotes,LT,1,Probe Drive Notes
00144083,DriveProbeSequence,SQ,1,Drive Probe Sequence
00144084,ProbeInductance,DS,1,Probe Inductance
00144085,ProbeResistance,DS,1,Probe Resistance
00144086,ReceiveProbeSequence,SQ,1,Receive Probe Sequence
00144087,ProbeDriveSettingsSequence,SQ,1,Probe Drive Settings Sequence
00144088,BridgeResistors,DS,1,Bridge Resistors
00144089,ProbeOrientationAngle,DS,1,Probe Orientation Angle
0014408B,UserSelectedGainY,DS,1,User Selected Gain Y
0014408C,UserSelectedPhase,DS,1,User Selected Phase
0014408D,UserSelectedOffsetX,DS,1,User Selected Offset X
0014408E,UserSelectedOffsetY,DS,1,User Selected Offset Y
00144091,ChannelSettingsSequence,SQ,1,Channel Settings Sequence
00144092,ChannelThreshold,DS,1,Channel Threshold
0014409A,ScannerSettingsSequence,SQ,1,Scanner Settings Sequence
0014409B,ScanProcedure,ST,1,Scan Procedure
0014409C,TranslationRateX,DS,1,Translation Rate X
0014409D,TranslationRateY,DS,1,Translation Rate Y
0014409F,ChannelOverlap,DS,1,Channel Overlap
001440A0,ImageQualityIndicatorType,LO,1,Image Quality Indicator Type
001440A1,ImageQualityIndicatorMaterial,LO,1,Image Quality Indicator Material
001440A2,ImageQualityIndicatorSize,LO,1,Image Quality Indicator Size
00145002,LINACEnergy,IS,1,LINAC Energy
00145004,LINACOutput,IS,1,LINAC Output
00180010,ContrastBolusAgent,LO,1,Contrast/Bolus Agent
